formatted_address,geometry,name,photos,place_id,types,rating,user_ratings_total
"73VV+F76, Kalome / Pagargom, Tingginambut, Puncak Jaya Regency, Papua 99563, Indonesia","{'location': {'lat': -3.7063461, 'lng': 138.0931362}, 'viewport': {'northeast': {'lat': -3.704921770107278, 'lng': 138.0945963798927}, 'southwest': {'lat': -3.707621429892722, 'lng': 138.0918967201073}}}",Hotel Moro Seneng,,ChIJ1XTkGIctFmgRObfgkt4LEQE,"['point_of_interest', 'establishment']",5.0,2.0
"Jl. Raya Mandala No.53, Bambu Pemali, Kec. Merauke, Kabupaten Merauke, Papua 99616, Indonesia","{'location': {'lat': -8.504073, 'lng': 140.398834}, 'viewport': {'northeast': {'lat': -8.502673470107277, 'lng': 140.4002773298927}, 'southwest': {'lat': -8.505373129892721, 'lng': 140.3975776701073}}}",Swiss-Belhotel Merauke,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103336494880354996072"">Hadi</a>'], 'photo_reference': 'AUGGfZn70ahI-cEtFr6un0jz_KjDJagGvyMEdi4Gf0WA9m0Acmw1qJnBP9Z9XYDVSdyIjyYIwpIvVwKqpuuDoP-3YSJOGu8_2ldYuXa6ojFHOYBu-oXDJXqY24TtCp-tchd1hme5mTq5GwcX6M0NF26fWXaqUDSIggOpNVGqVhJeMpLupb5I', 'width': 4000}]",ChIJOXAo3y0-tWkR9A0q3LUoG4Q,"['lodging', 'point_of_interest', 'establishment']",4.4,1859.0
"JFMM+4VF, Jln christina martha tiahahu gang, Kalibobo, Klp. Dua, Kabupaten Nabire, Papua 98818, Indonesia","{'location': {'lat': -3.3671408, 'lng': 135.4847149}, 'viewport': {'northeast': {'lat': -3.365714070107278, 'lng': 135.4861070298927}, 'southwest': {'lat': -3.368413729892723, 'lng': 135.4834073701073}}}",Hotel Grand Papua Nabire,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109018812891023328242"">Choky Amitie</a>'], 'photo_reference': 'AUGGfZktn76bY1z6Yx5kft2BtQH8vHbwFstc1Ocg42Wq2gagYFbozzueP1FOM1-BoeCVhXGHSvfHXj6dHadbZhtCOjfgXcRq6pOyd1Nmu7Ix5HXDVSRLa7eNgkShqO3zVTU8NNIXwlp350hxp5GZbX_-qbWvgtm8mgBHFDBYpjYl20Vn_huW', 'width': 4032}]",ChIJGUY9uWKiH2gRo8tC0HHBND8,"['lodging', 'point_of_interest', 'establishment']",4.1,130.0
"Karang Mulia, Nabire, Nabire Regency, Papua 98811, Indonesia","{'location': {'lat': -3.3731863, 'lng': 135.5098879}, 'viewport': {'northeast': {'lat': -3.371911370107278, 'lng': 135.5111139298928}, 'southwest': {'lat': -3.374611029892722, 'lng': 135.5084142701073}}}",Mahavira Hotel,"[{'height': 1848, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112721158314742058625"">arse dogiyai</a>'], 'photo_reference': 'AUGGfZkuT34sEG7wkvvkJCa2u6bnk7SJdLIcbqliWvr6Z0yQh_gON-exBFJpumMgOlQ_TEwQVFulj48hI6fykGXXVI4MCWny5vYJdh9fJBeUWgK8LF5NIVFNyfEKi8BNIYWEHtfrIRBBDZlgw4QOA7nXXKrFAdpA1UVN9FdxjAsOvlI2_cRo', 'width': 3280}]",ChIJ9a7K-QyiH2gRFgj7BpKt_u8,"['lodging', 'point_of_interest', 'establishment']",4.0,546.0
"JGX6+2PM, Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire, Papua 98816, Indonesia","{'location': {'lat': -3.3524082, 'lng': 135.5118114}, 'viewport': {'northeast': {'lat': -3.351007670107277, 'lng': 135.5131302298927}, 'southwest': {'lat': -3.353707329892722, 'lng': 135.5104305701073}}}",Hotel Karya Papua,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104157650788371736964"">Toshiaki Nishigaki</a>'], 'photo_reference': 'AUGGfZmzOc0QIVTOKoWTKkLdj_J81bJrKyX052H6JBC8KVmpEWOpz9Rjb60Z0ZStTGDk_DqJZThTatKtAsydPOf9z6VkolMRCQ3LAMx2Wt1fZsQEatgQdixZcF_JxUKtH_fpsm7vok4dsq1kvhsblODLxfByy5GG07GKhlyr1qispNOkBRj2', 'width': 3840}]",ChIJO0wLJzGiH2gRP7uviku_loE,"['lodging', 'point_of_interest', 'establishment']",3.8,321.0
"JGH2+4M2, Karang Mulia, Nabire, Nabire Regency, Papua, Indonesia","{'location': {'lat': -3.3722402, 'lng': 135.5015826}, 'viewport': {'northeast': {'lat': -3.370935470107278, 'lng': 135.5028503298927}, 'southwest': {'lat': -3.373635129892723, 'lng': 135.5001506701073}}}",Nabire,,ChIJW94IRS-jH2gRf84o05ePaAM,"['lodging', 'point_of_interest', 'establishment']",0.0,0.0
"WW6V+7RM, Wamena Kota, Wamena, Jayawijaya Regency, Papua 99511, Indonesia","{'location': {'lat': -4.0892985, 'lng': 138.9445592}, 'viewport': {'northeast': {'lat': -4.087907620107278, 'lng': 138.9459775798927}, 'southwest': {'lat': -4.090607279892722, 'lng': 138.9432779201072}}}",Hotel Rannu Jaya,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101798961328944222365"">Laura Romanow</a>'], 'photo_reference': 'AUGGfZmYassAmUYkoauoBiYbHHc5dJ98PWKStwnCLJGnJE33kkxS8y3wi4NG-L8rs6kFoZ5xS_Qa0VkHxfbQpsHxC_hm2AOWVKVJoEvfW6JujLCrXkiQ1If7qPbbmfdPAmAIgs307okGXQovODBFknXSpKVNy71UT2ClCvUpLiUD4ICQ-kcV', 'width': 4032}]",ChIJBfxm6ZVsPmgRegmQld3KJd0,"['lodging', 'point_of_interest', 'establishment']",3.9,59.0
"Jl. Imam Bonjol, Fandoi, Biak, Kabupaten Biak Numfor, Papua 98112, Indonesia","{'location': {'lat': -1.1811297, 'lng': 136.0825355}, 'viewport': {'northeast': {'lat': -1.179773420107278, 'lng': 136.0837637298927}, 'southwest': {'lat': -1.182473079892722, 'lng': 136.0810640701073}}}",Hotel Basana Inn,"[{'height': 306, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109243037963948212148"">Hotel Basana Inn</a>'], 'photo_reference': 'AUGGfZk5hInwrjcIylboWSvoM5pYmyyAnzzBSKYN8Cx9YrsI74w_UG2h9dewfN5HWBdPo-eRHqVxCcNu2aGBmg9T6mZLIBaI6KrZzlDq865jKwLBBXhtAFthTTdT27SeYuvAxY6mWDygIibAAaxx4ScbMZt7JlSU-pjfH76agkI46pnAnOna', 'width': 408}]",ChIJpZAmALOPA2gR6auiiyP_CBs,"['lodging', 'point_of_interest', 'establishment']",3.7,269.0
"R37M+CJJ, Fandoi, Biak Kota, Biak Numfor Regency, Papua 98111, Indonesia","{'location': {'lat': -1.1864133, 'lng': 136.0840154}, 'viewport': {'northeast': {'lat': -1.184901820107278, 'lng': 136.0854454798927}, 'southwest': {'lat': -1.187601479892722, 'lng': 136.0827458201072}}}",Padaido Hotel,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114335954195647903476"">A Google User</a>'], 'photo_reference': 'AUGGfZlK6_ouX36F27TN8IQAtMKP8aafGzhbbTEdaalwolhuK79bVGUl4Bfr1JqNp26tCSg68A_NRKiQ_IjnM6lhZnycgZAerSW5WyH4uccUweXcfJdskyJ5HAusUiDIxXX_Sars7a5KMVTHqpJYV_1i9DpxKYHLgSBaltfPomS7Qq6-SYfH', 'width': 4000}]",ChIJpRBqVp6PA2gR6IrWvbbRclk,"['lodging', 'point_of_interest', 'establishment']",4.4,8.0
"Jl. M Yamin No.04, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia","{'location': {'lat': -1.1918619, 'lng': 136.1049095}, 'viewport': {'northeast': {'lat': -1.190531620107278, 'lng': 136.1062533798928}, 'southwest': {'lat': -1.193231279892722, 'lng': 136.1035537201073}}}",Asana Biak Papua,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104675987362649295103"">Asana Biak Papua</a>'], 'photo_reference': 'AUGGfZmwXsnxFvhSgrDH2gK2zLMEWlx1RvM1Nle-8mIyaGYRXow4bGh2KtWV4QP5fdikW4r0FGHOOdV4PTK-IHsPxC9hA2IkfESvNAyon7O3gWVqzE-qolpArribYaus-ia1rJlRZd0pqWG1v34tTgQQGP7Duac2WC1-BDIDRzYl5HzMRtIV', 'width': 5760}]",ChIJ9SVibOWRA2gRo6TFFe0dMpQ,"['lodging', 'point_of_interest', 'establishment']",4.2,1068.0
"Jl. Jend. Ahmad Yani No.23, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia","{'location': {'lat': -1.1848375, 'lng': 136.0856602}, 'viewport': {'northeast': {'lat': -1.183543420107278, 'lng': 136.0869997298927}, 'southwest': {'lat': -1.186243079892722, 'lng': 136.0843000701073}}}",Hotel Mapia,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100005721618757523934"">Iwan Lulu</a>'], 'photo_reference': 'AUGGfZmM90nHABSaaxaDWuaiNVaUtZ4_843r07syZWFSaVxje3OUWEb1BqT5qZD2KR5zBReSyNzvX_7MMQ746rgd80_Iwn06i1Uch7mO7dB4cifRd_EsGJ6q9R8XlJQ4l9vn88zfUi27HRzmy3bGckD-x498ujnpcefKUzBg28-P7T9oN56v', 'width': 3264}]",ChIJNTb61q-PA2gRIHHNAgLk9hU,"['lodging', 'point_of_interest', 'establishment']",3.7,193.0
"Jl. Wolter Monginsidi No.7, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia","{'location': {'lat': -1.1862109, 'lng': 136.0837677}, 'viewport': {'northeast': {'lat': -1.184730320107278, 'lng': 136.0851950298927}, 'southwest': {'lat': -1.187429979892722, 'lng': 136.0824953701073}}}",Intsia Beach Hotel,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108048372770443159069"">A Google User</a>'], 'photo_reference': 'AUGGfZl2oSu9FMCRzrCA1Vkfbg5KipxKaDCFB4EQJbVJyCHEpgqq8lY3o8xPh3FFao49R7MpSCVVqLGcaCkhZ3zvruhCxm2OT6xCUcFgPi2XCdjP7ftuBVqoVew-ej1TMW_5zejgPM2N__Jeup5Q20guljJGoauJYqsd4O2I5bo_JRUCsIT0', 'width': 4160}]",ChIJw7yTWrCPA2gRRPVhCJO3TlY,"['lodging', 'point_of_interest', 'establishment']",4.0,129.0
"Jl. Imam Bonjol No.2, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia","{'location': {'lat': -1.1831962, 'lng': 136.0817419}, 'viewport': {'northeast': {'lat': -1.181859920107278, 'lng': 136.0833099798928}, 'southwest': {'lat': -1.184559579892722, 'lng': 136.0806103201073}}}",Arumbai Hotel,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103300279838167497138"">Nur Safudin</a>'], 'photo_reference': 'AUGGfZnbW2bhneFawhVSp48X3iRrQStkA9pyjD2bV-nfmykmQVf1-3VtuABJu5E7aoT3h0J9zw5v8RWj3PIfEbpFJc1MnW5HRQ4VCePomcW69gqyr4qhJfTKfJ0ftSHu647vxU9Fat4MFTDEEds-QSWJf4Lt4z86PTDe16QZhL5xdepPZG9h', 'width': 3456}]",ChIJGWScv7GPA2gRQxN3OlTf8ZI,"['lodging', 'point_of_interest', 'establishment']",3.6,223.0
"Jl. Imam Bonjol, Fandoi, Biak Papua, Kabupaten Biak Numfor, Papua 98112, Indonesia","{'location': {'lat': -1.1808065, 'lng': 136.0821498}, 'viewport': {'northeast': {'lat': -1.179461720107278, 'lng': 136.0835876298927}, 'southwest': {'lat': -1.182161379892722, 'lng': 136.0808879701073}}}",Hotel Manna,"[{'height': 449, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109525149412738585069"">Hotel Manna</a>'], 'photo_reference': 'AUGGfZn6fDvEja9sRz0z-dCXNo6A7p92Jc27nPK_1Q7f4qsNmXKBxFnL7uoLqp2m28IIQECUqkuCp9KpjFEUOONNNtcqY0mNOFjBJgIdwGR-gsF0NytH8sJGjAb1H367n1703MV9T7H6l0gMnt653NNo5uhNzCs_AAzieD6QSh7a-PG0xRhn', 'width': 800}]",ChIJd8xiCOaRA2gR1ls6y6cnulg,"['lodging', 'point_of_interest', 'establishment']",3.9,93.0
"Jl. Imam Bonjol No.46, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia","{'location': {'lat': -1.1801431, 'lng': 136.0821927}, 'viewport': {'northeast': {'lat': -1.178797370107278, 'lng': 136.0836190798927}, 'southwest': {'lat': -1.181497029892722, 'lng': 136.0809194201073}}}",Swiss-Belhotel Cendrawasih Biak,"[{'height': 1016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103832479120663996856"">A Google User</a>'], 'photo_reference': 'AUGGfZlhI8tAtnMju1RD0NH5q8GCBuZq9RHR7IOZTyOeC5FSdTiXwrS6Y_TnclGOvcKJMZWAVFZ1vuvm_bpJtjOv9IHq9Xi5_1Uds801D-U1NmdekXVemDQs7u_oN6Rw_TQHnJNX5f8vjzRVqcbz9eckNQtYlFkzwR47s2alvrbG9yuuxZLf', 'width': 1400}]",ChIJU8NM7qiPA2gRH7ByKYlA3OA,"['lodging', 'point_of_interest', 'establishment']",4.8,970.0
"R3GG+88M, Samofa, Biak Numfor Regency, Papua 98111, Indonesia","{'location': {'lat': -1.1741686, 'lng': 136.0758076}, 'viewport': {'northeast': {'lat': -1.172846570107278, 'lng': 136.0770906798927}, 'southwest': {'lat': -1.175546229892722, 'lng': 136.0743910201072}}}",Rumah Kel.Hinoke Ayer,,ChIJi2fCE7yPA2gRelrHEc51vhs,"['lodging', 'point_of_interest', 'establishment']",0.0,0.0
