formatted_address,geometry,name,place_id,types,photos,rating,user_ratings_total
"HRXP+G5X, Bhintuka, Kuala Kencana, Mimika Regency, Papua, Indonesia","{'location': {'lat': -4.4011422, 'lng': 136.8354779}, 'viewport': {'northeast': {'lat': -4.399848420107277, 'lng': 136.8367515798927}, 'southwest': {'lat': -4.402548079892721, 'lng': 136.8340519201073}}}",Kali Iwaka Kuala kencana,ChIJDahjwxgLI2gRVQTPVXpEqhk,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 712, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102431043009431829062"">Denis Fonataba</a>'], 'photo_reference': 'AUGGfZnJFFguunoHVFJAGxYmmnCQXKE2PAIJ_48HPDZ_vi3gWwENVRvfHdtRkjDeudX0KpGdsp4KpIjkAgKh-BJLDXH-1XM1uWNd6n_3tL6NYLXmVW-tpJdSdMp15q9jscxY7_6N7eXyWsHaZ8p4mGNF2oES6PYfmAmr2fl3WYWfrkJsOiLM', 'width': 1068}]",4.6,17.0
"W442+H68, Unnamed Road, Tembagapura, Kec. Tembagapura, Kabupaten Mimika, Papua 98972, Indonesia","{'location': {'lat': -4.0935972, 'lng': 137.1005717}, 'viewport': {'northeast': {'lat': -4.092655299999999, 'lng': 137.1023802298927}, 'southwest': {'lat': -4.0964229, 'lng': 137.0996805701073}}}",Kanakswari Water Fall,ChIJAWh2oYjnImgRZDHanXyjE9k,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115489278290315482273"">duto ibrahim</a>'], 'photo_reference': 'AUGGfZkmmByXL6m9a7rZdumoNnE0MjSloLxBPafH1xNpRyCCje0YUu3AFmO99jH8SJfnuy-2PTH6gpuvXSxA-RwCCLVEFuJ6u0uLFkTI3b_-ZJkxGhyBaYvfH0RxxhFfjfinBMFfQEVrlRMmcPPnpuqlhHvZV_ChC3TpnqVAbs5HDPwxP1AQ', 'width': 3024}]",5.0,4.0
"2JGP+XXP, Pingel, Ilaga, Puncak Regency, Papua 98972, Indonesia","{'location': {'lat': -3.9727453, 'lng': 137.6387145}, 'viewport': {'northeast': {'lat': -3.971453420107278, 'lng': 137.6400631798927}, 'southwest': {'lat': -3.974153079892722, 'lng': 137.6373635201073}}}",Penginapan RM Kelabo,ChIJRRnxhBdHPWgRYzwLs7guKCA,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3136, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116629867479376035436"">aristo law</a>'], 'photo_reference': 'AUGGfZl7B24HhN6Ct3JHtNKoflYAR-GLWm8_J71HcN2GtNulAxa0MK9WAhyc_Uw4XgWKWIERgnn62KH6klPPFWqIKVwZw4pE5tjdGYjxWdca12isvKYbZsXidPfJAwpJ7-D5bOcvbrhrC6i5oppAeinqRMoMFD4-5AY9DIgrYxlsdOzENPq0', 'width': 4224}]",4.8,4.0
"Agrowisata Gunung Mas, Jl. Raya Puncak Gadog No.km.87, Cisarua, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia","{'location': {'lat': -6.7076669, 'lng': 106.964901}, 'viewport': {'northeast': {'lat': -6.706819170107278, 'lng': 106.9668899798927}, 'southwest': {'lat': -6.709518829892722, 'lng': 106.9641903201073}}}",Gunung Mas Agrotourism,ChIJ3aUHdMi3aS4RZSC7-qfr-Fw,"['tourist_attraction', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107325289678735786294"">Marcell Wiliono</a>'], 'photo_reference': 'AUGGfZlYEiJ-dNvsZ1QnbqQht-0ADT4kKGI5bVRQn9jexonttpVkFrvCBfajHj1AWFSRPCuto0nhnO06ypqoBgmlkGGgqbq9LqoUYJxhk-CJPlxpLyU3KZRO5iNLtsaAoLsNnir59s4gBUyWMCC3w8uYvoBxAcyku6bHkWNYNistYN86ln23', 'width': 4208}]",4.4,5705.0
"7XMH+5VM, Pruleme, Mulia, Puncak Jaya Regency, Papua, Indonesia","{'location': {'lat': -3.7170291, 'lng': 137.9796663}, 'viewport': {'northeast': {'lat': -3.71494605, 'lng': 137.9812437798927}, 'southwest': {'lat': -3.71772345, 'lng': 137.9785441201072}}}",POHON SATU,ChIJfxG-vA3XF2gRhk4xHx9Z0-U,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1266, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101133400787634982265"">Alex Pinibo</a>'], 'photo_reference': 'AUGGfZkA8JvCjrixZKat7rv5s6GQc88toC5Jk4evgpIDhI_JctT382PO71pYfdpv2OninGCNbhbjBKhWvzH6s17c28zjk0WaXXv3oQtydxJuaB34zCThBqBXHEPJ7ZB_1wW9TPyFrTEB9riCAak-23fDGzNXVw5UcujIw3sSYjbSybwHnona', 'width': 720}]",0.0,0.0
"PJXV+C86, Mulia Kencana, Kuala Kencana, Mimika Regency, Papua 99968, Indonesia","{'location': {'lat': -4.2514588, 'lng': 136.6432631}, 'viewport': {'northeast': {'lat': -4.250181670107279, 'lng': 136.6445804298928}, 'southwest': {'lat': -4.252881329892723, 'lng': 136.6418807701073}}}",Kyura River,ChIJMWd7G72xI2gRJJGC566rPlc,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114394714986082159156"">muhammad zamroni</a>'], 'photo_reference': 'AUGGfZms619RJMhyvHv7dZ4RHzKqIiS_5MJ_2BDSvhdLPCHT05bf4U4v1LPpBQqJpkS76cc6H5PouqyMQGtAK6pZK5wtfcT7oyOySKfd3oZ_7OTAm2BgoPncrCgN-Mq2saqkHnEBQCEbfryXuOL-j96pG-I0khXHg5NaH2plQ50wA3WO1L8f', 'width': 4608}]",4.3,52.0
"X36C+Q37 Grasberg Mine, Dogomo, Dumadama, Paniai Regency, Papua 98972, Indonesia","{'location': {'lat': -4.0380971, 'lng': 137.0701836}, 'viewport': {'northeast': {'lat': -4.036747270107278, 'lng': 137.0715334298928}, 'southwest': {'lat': -4.039446929892722, 'lng': 137.0688337701073}}}",Idenberg Lake,ChIJedml_DrpImgRRxUEHiNUNJA,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 450, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116593616567836170881"">A Google User</a>'], 'photo_reference': 'AUGGfZkXz96qJiL-MHtkSn4rSvNbEWNHNawKOOMkba0GiEreg8f1jYlKEMi4ZFvu98gwauM61M5KiHH1nEaaUlZy8nxZrq4ljva1nntPLK58B7VvhO9Cq4_pt4x0mD1zYmSzFcqzlme_PcR-dILrY8jebY61IAoiyHVaOVI0VwXOnxBcY8vb', 'width': 750}]",4.8,6.0
"GV56+24, Karang Senang, Kuala Kencana, Mimika Regency, Papua, Indonesia","{'location': {'lat': -4.492478, 'lng': 136.86033}, 'viewport': {'northeast': {'lat': -4.49090385, 'lng': 136.8610994798927}, 'southwest': {'lat': -4.497200449999998, 'lng': 136.8583998201073}}}",Eden,ChIJWdP5uYR1I2gR52KEy5qbyz8,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117677402644294738357"">A Google User</a>'], 'photo_reference': 'AUGGfZlSv_Hf9Kdeq_Ib7HY7dmKSHWpc_yaevuG7k4xCZoBcXbHJzEOAgW8y7Gir35wgdqrD3j33GHOe18xkZQrkeE_-w1vEYpCtjbSmzGG_YcgPfwCucDqCTZiLN_3Ec_XOvtmgT920gpLunGHkjpCbTzBFnTyGsD695kn5f0_eyMKK_zV-', 'width': 4080}]",5.0,2.0
"4J7X+V3, Pologak, Ilaga, Puncak Regency, Papua, Indonesia","{'location': {'lat': -3.8852926, 'lng': 137.6475675}, 'viewport': {'northeast': {'lat': -3.883942770107278, 'lng': 137.6489173298927}, 'southwest': {'lat': -3.886642429892722, 'lng': 137.6462176701072}}}",Dang me muara en pabulume,ChIJj9ozIgBFPWgRZKCHGovSac0,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0
"2JFR+5GH, Kimak, Ilaga, Puncak Regency, Papua 98972, Indonesia","{'location': {'lat': -3.977099, 'lng': 137.641295}, 'viewport': {'northeast': {'lat': -3.975764920107278, 'lng': 137.6426193298927}, 'southwest': {'lat': -3.978464579892722, 'lng': 137.6399196701073}}}",Kost Panjang Kago,ChIJ843pVO1HPWgR7BoyfwNwir4,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0
